name,reading,biography,period
ミラン・クンデラ,みらん・くんでら,チェコ系フランスの小説家(1929-2023)。「存在の耐えられない軽さ」「笑いと忘却の書」などの代表作で、現代人の存在の意味を深く探求した。歴史と個人の運命を巧みに織り交ぜた作品で、東欧の体験を普遍的な人間の問題として昇華させた。ユーモアと哲学的思索を併せ持つ独特の文体で、現代文学に大きな影響を与えた。その作品は世界中で翻訳され、現代を代表する重要な作家として評価されている。,現代
川端康成,かわばたやすなり,日本の小説家(1899-1972)。「雪国」「伊豆の踊子」「古都」などの代表作で、日本的な美意識を世界に示した。1968年に日本人初のノーベル文学賞を受賞し、「美しい日本の私」という講演で日本文化の特質を世界に紹介した。繊細で美しい文体で、日本の伝統的な美学を現代文学に昇華させた。その作品は現在でも世界中で読まれ続けており、日本文学の国際的な地位を確立した偉大な作家である。,現代
三島由紀夫,みしまゆきお,日本の小説家(1925-1970)。「金閣寺」「潮騒」「豊饒の海」などの代表作で、戦後日本文学の頂点を極めた。古典的な日本の美意識と現代的な感覚を融合させた独特の文学世界を築いた。国際的にも高く評価され、ノーベル文学賞の候補にも挙がった。その美しい文体と深い思想性は、現在でも多くの読者に愛され続けている。45歳という若さで自刃したが、その衝撃的な死も含めて、日本文学史に大きな足跡を残した。,現代
村上春樹,むらかみはるき,日本の小説家(1949-)。「ノルウェイの森」「ねじまき鳥クロニクル」「1Q84」などの代表作で、現代日本文学を世界に広めた。独特の文体と想像力で、現代人の孤独や疎外感を描いた作品は、世界中で翻訳され愛読されている。国際的な文学賞を多数受賞し、ノーベル文学賞の有力候補としても注目されている。その作品は現代社会の複雑さを反映しながら、普遍的な人間の問題を扱っており、現在でも多くの読者に影響を与え続けている。,現代
ミケランジェロ,みけらんじぇろ,イタリアの彫刻家、画家、建築家(1475-1564)。「ダビデ像」「ピエタ」「システィーナ礼拝堂の天井画」などの代表作で、ルネサンス芸術の頂点を極めた。人間の肉体美を理想化して表現し、芸術における人間の尊厳を高めた。教皇庁の依頼で多くの作品を制作し、キリスト教芸術の発展に大きく貢献した。その力強い表現力と完璧な技術は、現在でも世界中の芸術家に影響を与え続けている。,ルネサンス
ピカソ,ぴかそ,スペインの画家(1881-1973)。「ゲルニカ」「アヴィニョンの娘たち」などの代表作で、20世紀美術に革命をもたらした。キュビスムという新しい芸術運動を創始し、伝統的な絵画の概念を根本から変えた。青の時代、薔薇色の時代、キュビスムの時代など、様々な画風を開発し、その創造力は91年の生涯で衰えることがなかった。現代美術の父として、後の芸術家たちに計り知れない影響を与えた。,現代
フィンセント・ファン・ゴッホ,ふぃんせんと・ふぁん・ごっほ,オランダの画家(1853-1890)。「ひまわり」「星月夜」「自画像」などの代表作で、後期印象派の巨匠として知られる。独特の厚塗りの技法と鮮やかな色彩で、感情豊かな作品を数多く残した。生前は作品がほとんど売れなかったが、死後その価値が認められ、現在では世界で最も愛される画家の一人となっている。37歳という短い生涯で約2000点の作品を制作し、その情熱的な創作活動は多くの人々に感動を与え続けている。,
クロード・モネ,くろーど・もね,フランスの画家(1840-1926)。「印象・日の出」「睡蓮」などの代表作で、印象派の創始者として知られる。光の変化を捉えた革新的な絵画技法で、それまでの写実主義絵画に革命をもたらした。同じ対象を異なる時間や季節に描いた連作シリーズで、自然の美しさを新たな視点で表現した。その作品は現在でも世界中で愛され続けており、現代絵画の出発点となった印象派の偉大な画家である。,現代
サルバドール・ダリ,さるばどーる・だり,スペインの画家(1904-1989)。「記憶の固執」「燃えるキリン」などの代表作で、シュルレアリスム(超現実主義)の巨匠として知られる。夢や無意識の世界を精密な技法で描き、現実と非現実の境界を曖昧にした独特の世界を創造した。その奇抜な発想と完璧な技術は、20世紀美術に大きな影響を与えた。画家としてだけでなく、彫刻、映画、舞台美術など多方面で活躍し、総合芸術家として評価されている。,20世紀
ポール・セザンヌ,ぽーる・せざんぬ,フランスの画家(1839-1906)。「サント・ヴィクトワール山」「静物」などの代表作で、後期印象派の巨匠として知られる。自然を円筒、球、円錐で捉えるという革新的な理論を提唱し、キュビスムの先駆者となった。色彩と形態の関係を深く探求し、近代絵画の基礎を築いた。その作品は現在でも多くの画家に影響を与え続けており、「現代絵画の父」として美術史に重要な地位を占めている。,近代
ジャクソン・ポロック,じゃくそん・ぽろっく,アメリカの画家(1912-1956)。「ナンバー1」「ラヴェンダー・ミスト」などの代表作で、アクション・ペインティングの代表的な画家として知られる。キャンバスに絵具を滴らせたり投げつけたりするドリッピング技法で、絵画の新たな可能性を切り開いた。従来の具象絵画から完全に脱却した抽象表現主義の作品は、アメリカ現代美術の発展に大きく貢献した。その革新的な技法と表現力は、現在でも多くの芸術家に影響を与え続けている。,現代
アンディ・ウォーホル,あんでぃ・うぉーほる,アメリカの画家(1928-1987)。「キャンベル・スープ缶」「マリリン・モンロー」などの代表作で、ポップ・アートの先駆者として知られる。大衆文化のイメージを芸術作品に取り入れ、芸術と商業の境界を曖昧にした。シルクスクリーンを使った版画技法で、同じ図像を大量に制作し、複製時代の芸術の在り方を提示した。その作品は現在でも世界中で愛され続けており、現代アートの重要な出発点となった。,現代
フリーダ・カーロ,ふりーだ・かーろ,メキシコの画家(1907-1954)。「二人のフリーダ」「傷ついた鹿」などの代表作で、メキシコ美術の巨匠として知られる。交通事故による重傷と度重なる手術の苦痛を芸術に昇華させ、痛みと情熱を込めた自画像を数多く残した。メキシコの伝統文化と現代的な感覚を融合させた独特の世界を創造した。その作品は現在でも世界中で愛され続けており、女性芸術家の先駆者として高く評価されている。,現代
ワシリー・カンディンスキー,わしりー・かんでぃんすきー,ロシア系フランスの画家(1866-1944)。「コンポジション」シリーズなどの代表作で、抽象絵画の創始者として知られる。具象から抽象への転換を図り、音楽的な要素を絵画に取り入れた革新的な作品を制作した。色彩と形態の心理的効果を理論化し、美術教育にも大きな影響を与えた。その作品は現在でも多くの画家に影響を与え続けており、現代美術の重要な出発点となった。,現代
ピエト・モンドリアン,ぴえと・もんどりあん,オランダの画家(1872-1944)。「コンポジション」シリーズなどの代表作で、抽象絵画の発展に大きく貢献した。水平線と垂直線、そして赤・青・黄の三原色を用いた幾何学的な構成で、新造形主義を確立した。その理論は絵画だけでなく、建築やデザインの分野にも大きな影響を与えた。純粋な美的調和を追求した作品は、現在でも多くの芸術家に影響を与え続けている。,
エドヴァルド・ムンク,えどう ゙ぁるど・むんく,ノルウェーの画家(1863-1944)。「叫び」「マドンナ」などの代表作で、表現主義の先駆者として知られる。人間の内面的な苦悩や不安を強烈な色彩と歪んだ形で表現し、20世紀美術に大きな影響を与えた。心理的な主題を扱った作品は、現代人の精神的な問題を先取りしたものとして評価されている。その作品は現在でも世界中で愛され続けており、現代美術の重要な出発点となった。,現代
ジョルジュ・スーラ,じょるじゅ・すーら,フランスの画家(1859-1891)。「グランド・ジャット島の日曜日の午後」などの代表作で、点描法(ポワンティリスム)の創始者として知られる。色彩理論に基づいた科学的な絵画技法で、印象派に続く新印象派の運動を牽引した。31歳という短い生涯で革新的な技法を確立し、その後の絵画発展に大きな影響を与えた。その作品は現在でも多くの画家に影響を与え続けており、色彩理論の発展に重要な貢献をした。,
ジョージア・オキーフ,じょーじあ・おきーふ,アメリカの画家(1887-1986)。「アイリス」「牛の頭蓋骨」などの代表作で、アメリカ現代美術の発展に大きく貢献した。花や自然の形態を大胆に拡大し、抽象的で官能的な作品を制作した。女性画家として長い間活動し、女性アーティストの地位向上に大きな役割を果たした。その独特の美意識と表現力は、現在でも多くの芸術家に影響を与え続けている。,現代
ルネ・マグリット,るね・まぐりっと,ベルギーの画家(1898-1967)。「イメージの裏切り」「ピレネーの城」などの代表作で、シュルレアリスムの巨匠として知られる。日常的な対象を非日常的な文脈に置くことで、現実の常識を覆す作品を制作した。その知的で洗練された作品は、現在でも多くの人々に愛され続けており、現代美術に大きな影響を与えた。,現代
ゴーギャン,ごーぎゃん,フランスの画家(1848-1903)。「我々はどこから来たのか 我々は何者か 我々はどこへ行くのか」「タヒチの女たち」などの代表作で、後期印象派の巨匠として知られる。文明社会を離れてタヒチで制作活動を行い、原始的な美しさを追求した。その鮮やかな色彩と平面的な構成は、20世紀美術に大きな影響を与えた。,明
ヨハネス・フェルメール,よはねす・ふぇるめーる,オランダの画家(1632-1675)。「真珠の耳飾りの少女」「牛乳を注ぐ女」などの代表作で、バロック期の巨匠として知られる。光の表現に優れ、静謐で美しい室内画を数多く残した。生前は地方画家として知られていたが、19世紀に再発見され、現在では世界で最も愛される画家の一人となっている。,19世紀
葛飾北斎,かつしかほくさい,江戸時代の浮世絵師(1760-1849)。「富嶽三十六景」「神奈川沖浪裏」などの代表作で、世界的に知られる日本の画家。独特の構図と色彩で、日本の美しい風景を描いた。その作品は西洋の印象派画家たちにも大きな影響を与え、ジャポニスムの流行を生み出した。90歳近くまで制作活動を続け、その旺盛な創作意欲は多くの人々に感動を与えている。,江戸時代
歌川広重,うたがわひろしげ,江戸時代の浮世絵師(1797-1858)。「東海道五十三次」「名所江戸百景」などの代表作で、風景画の傑作を数多く残した。四季の移ろいや天候の変化を巧みに表現し、日本の美しい自然を世界に紹介した。その作品は西洋の画家たちにも大きな影響を与え、現在でも世界中で愛され続けている。,江戸時代
ウォルト・ディズニー,うぉると・でぃずにー,アメリカのアニメーター、映画プロデューサー(1901-1966)。ミッキーマウスを創造し、アニメーション映画の発展に革命をもたらした。「白雪姫」「ピノキオ」などの名作で、子供から大人まで楽しめる作品を生み出した。テーマパークの概念も創造し、エンターテインメント業界に大きな影響を与えた。その豊かな想像力と革新的な発想は、現在でも世界中の人々に夢と希望を与え続けている。,
ジュール・ヴェルヌ,じゅーる・う ゙ぇるぬ,フランスの小説家(1828-1905)。「海底二万里」「八十日間世界一周」「月世界旅行」などの代表作で、SFの父として知られる。科学技術の発展を予見した冒険小説で、読者に夢と希望を与えた。潜水艦や宇宙旅行など、当時は夢物語だった技術を小説で描き、後の科学技術発展に大きな影響を与えた。その豊かな想像力と科学的知識は、現在でも多くの作家や科学者に影響を与え続けている。,
イサーク・アシモフ,いさーく・あしもふ,ロシア系アメリカの作家(1920-1992)。「ファウンデーション」シリーズ、「ロボット」シリーズなどの代表作で、SF文学の発展に大きく貢献した。「ロボット三原則」を提唱し、人工知能の倫理的な問題を先取りした。500冊を超える著書を残し、科学の普及にも努めた。その豊かな想像力と科学的知識は、現在でも多くの作家や科学者に影響を与え続けている。,
ティム・バートン,てぃむ・ばーとん,アメリカの映画監督(1958-)。「バットマン」「エドワード・シザーハンズ」「ナイトメアー・ビフォア・クリスマス」などの代表作で、独特のダークファンタジーの世界を創造した。ゴシック調の美術と奇想天外なストーリーで、映画界に新たな表現を持ち込んだ。その豊かな想像力と独創的な視覚センスは、現在でも多くの映画作家に影響を与え続けている。,
スティーヴン・スピルバーグ,すてぃーう ゙ぇん・すぴるばーぐ,アメリカの映画監督(1946-)。「ジョーズ」「E.T.」「ジュラシック・パーク」などの代表作で、現代映画界の巨匠として知られる。革新的な映像技術と優れたストーリーテリングで、エンターテインメント映画の新時代を切り開いた。その豊かな想像力と映画作りへの情熱は、現在でも世界中の映画作家に影響を与え続けている。,現代
ジム・ヘンソン,じむ・へんそん,アメリカの人形師、映画監督(1936-1990)。「セサミストリート」「マペット・ショー」などの代表作で、パペットの可能性を大きく拡張した。人形に生命を吹き込む技術と創造力で、子供から大人まで楽しめる作品を生み出した。その豊かな想像力と技術革新は、現在でも多くのクリエイターに影響を与え続けている。,
アーサー・C・クラーク,あーさー・しー・くらーく,イギリスのSF作家、科学者(1917-2008)。「2001年宇宙の旅」「幼年期の終わり」などの代表作で、科学的根拠に基づいたハードSFの傑作を生み出した。静止衛星の概念を提唱し、科学技術の発展にも貢献した。「クラークの三法則」で知られるように、科学と想像力の境界を探求し続けた。その予言的な作品は、現在でも多くの科学者や作家に影響を与え続けている。,21世紀
ロアルド・ダール,ろあるど・だーる,イギリスの作家(1916-1990)。「チャーリーとチョコレート工場」「マチルダ」「魔女がいっぱい」などの代表作で、子供向けファンタジー文学の金字塔を築いた。奇想天外なストーリーと独特のユーモアで、子供から大人まで楽しめる作品を生み出した。その豊かな想像力と創造性は、現在でも世界中の読者に愛され続けており、多くの映画化作品も生まれている。,
ドクター・スース,どくたー・すーす,アメリカの絵本作家(1904-1991)。「帽子をかぶった猫」「緑の卵とハム」などの代表作で、子供向け絵本の革命を起こした。韻を踏んだ楽しい文章と独特のイラストで、読書の楽しさを子供たちに教えた。その創造的な言葉遊びと想像力は、現在でも世界中の子供たちに愛され続けている。教育的価値も高く、英語圏の子供たちの読書教育に大きな影響を与えた。,
モーリス・センダック,もーりす・せんだっく,アメリカの絵本作家、イラストレーター(1928-2012)。「かいじゅうたちのいるところ」などの代表作で、子供の内面世界を深く探求した作品を生み出した。従来の教訓的な児童書とは異なり、子供の感情の複雑さを率直に描いた。その革新的なアプローチは、現代絵本の概念を変え、多くの絵本作家に影響を与えた。,現代
ルイス・キャロル,るいす・きゃろる,イギリスの作家、数学者(1832-1898)。「不思議の国のアリス」「鏡の国のアリス」などの代表作で、ファンタジー文学の古典を生み出した。論理学と言葉遊びを巧みに組み合わせた独特の世界観で、子供から大人まで楽しめる作品を創造した。その奇想天外な想像力は、現在でも世界中で愛され続けており、多くの翻案作品が生まれている。,
J.R.R.トールキン,じぇい・あーる・あーる・とーるきん,イギリスの作家、言語学者(1892-1973)。「ホビットの冒険」「指輪物語」などの代表作で、現代ファンタジー文学の基礎を築いた。言語学者としての知識を活かし、エルフ語などの架空言語まで創造した壮大な世界観を構築した。その精緻な設定と豊かな想像力は、現在でも多くのファンタジー作家に影響を与え続けている。,現代
C.S.ルイス,しー・えす・るいす,イギリスの作家、学者(1898-1963)。「ナルニア国物語」シリーズなどの代表作で、キリスト教的な価値観を込めたファンタジー文学を創造した。学者としても優れ、中世文学の研究で知られる。その作品は宗教的な寓意を含みながらも、冒険と魔法に満ちた魅力的な物語として多くの読者に愛され続けている。,中世
H.G.ウェルズ,えいち・じー・うぇるず,イギリスの作家(1866-1946)。「タイムマシン」「透明人間」「宇宙戦争」などの代表作で、SF文学の発展に大きく貢献した。科学的な想像力と社会批判を組み合わせた作品で、現代SF文学の基礎を築いた。その予言的な作品は、後の科学技術発展を先取りしており、現在でも多くの作家に影響を与え続けている。,明
レイ・ブラッドベリ,れい・ぶらっどべり,アメリカのSF作家(1920-2012)。「華氏451度」「火星年代記」「たんぽぽのお酒」などの代表作で、詩的で美しいSF文学を創造した。科学技術の進歩に対する警鐘と人間性への讃歌を込めた作品は、多くの読者に深い感動を与えた。その豊かな想像力と文学的な表現力は、現在でも世界中の作家に影響を与え続けている。,
フィリップ・K・ディック,ふぃりっぷ・けー・でぃっく,アメリカのSF作家(1928-1982)。「アンドロイドは電気羊の夢を見るか?」「高い城の男」などの代表作で、現実と虚構の境界を探求した革新的なSF文学を創造した。パラノイア的な世界観と哲学的な問いかけで、SF文学に新たな深みを与えた。その作品は多くの映画化もされており、現在でも多くの作家に影響を与え続けている。,
アーシュラ・K・ル・グィン,あーしゅら・けー・る・ぐぃん,アメリカのSF・ファンタジー作家(1929-2018)。「ゲド戦記」「闇の左手」などの代表作で、社会科学的な視点を取り入れたSF・ファンタジー文学を創造した。ジェンダーや社会制度についての深い洞察を込めた作品は、文学的価値も高く評価されている。その豊かな想像力と社会への批判的視点は、現在でも多くの作家に影響を与え続けている。,
フランク・ハーバート,ふらんく・はーばーと,アメリカのSF作家(1920-1986)。「デューン」シリーズなどの代表作で、生態学的な視点を取り入れた壮大なSF世界を創造した。政治、宗教、環境問題を織り込んだ複雑な世界観で、SF文学に新たな深みを与えた。その詳細に構築された世界設定は、現在でも多くのSF作家に影響を与え続けている。,
ニール・ゲイマン,にーる・げいまん,イギリスの作家(1960-)。「サンドマン」「アメリカン・ゴッズ」「コラライン」などの代表作で、現代ファンタジー文学の新境地を切り開いた。神話と現代社会を巧みに融合させた独特の世界観で、大人から子供まで楽しめる作品を生み出している。その豊かな想像力と物語性は、現在でも世界中の読者に愛され続けている。,現代
テリー・プラチェット,てりー・ぷらちぇっと,イギリスのファンタジー作家(1948-2015)。「ディスクワールド」シリーズなどの代表作で、ユーモアに満ちたファンタジー文学を創造した。皮肉とパロディを効かせた独特の文体で、ファンタジーの概念を覆す革新的な作品を生み出した。その機知に富んだ想像力は、現在でも多くの読者に愛され続けている。,
ダグラス・アダムス,だぐらす・あだむす,イギリスの作家(1952-2001)。「銀河ヒッチハイク・ガイド」シリーズなどの代表作で、コメディSFの新境地を切り開いた。不条理でナンセンスなユーモアと哲学的な問いかけを組み合わせた独特の世界観で、SF文学に新たな可能性を示した。その機知に富んだ想像力は、現在でも多くの読者に愛され続けている。,
ハリー・ポッターの作者J.K.ローリング,じぇい・けー・ろーりんぐ,イギリスの作家(1965-)。「ハリー・ポッター」シリーズで世界的な成功を収め、現代ファンタジー文学に革命をもたらした。魔法学校を舞台にした成長物語は、子供から大人まで楽しめる普遍的なテーマを扱っている。その豊かな想像力と緻密な世界設定は、21世紀の文学現象となり、多くの読者に魔法の世界への憧れを与えている。,現代
宮崎駿,みやざきはやお,日本のアニメーション監督(1941-)。「風の谷のナウシカ」「となりのトトロ」「千と千尋の神隠し」などの代表作で、世界的に愛されるアニメーション映画を生み出した。自然と人間の共存をテーマにした美しい作品は、環境問題への意識も高めている。その豊かな想像力と手描きアニメーションへのこだわりは、現在でも世界中のアニメーション作家に影響を与え続けている。,
手塚治虫,てづかおさむ,日本の漫画家、アニメーター(1928-1989)。「鉄腕アトム」「ブラック・ジャック」「火の鳥」などの代表作で、日本の漫画とアニメーションの基礎を築いた「漫画の神様」。医学博士でもあり、科学的知識を活かした作品も多数制作した。その豊かな想像力と人間愛に満ちた作品は、現在でも世界中で愛され続けており、多くの漫画家やアニメーターに影響を与えている。,
鳥山明,とりやまあきら,日本の漫画家(1955-)。「ドラゴンボール」「Dr.スランプ」などの代表作で、世界的に愛される漫画を生み出した。独特のキャラクターデザインと壮大なバトル描写で、少年漫画の新たな可能性を示した。その作品は世界中でアニメ化・ゲーム化され、現在でも多くのファンに愛され続けている。日本の漫画文化を世界に広めた功績は計り知れない。,
アイザック・ニュートン,あいざっく・にゅーとん,イギリスの物理学者・数学者・天文学者。万有引力の法則と運動の三法則を発見し、古典力学の基礎を確立した。微分積分学の発明者の一人でもある。主著『プリンキピア』で天体の運動を数学的に解明し、科学革命を完成させた。リンゴが木から落ちるのを見て万有引力を発見したという逸話で知られる。光学の研究では白色光がプリズムによって七色に分解されることを発見し、反射望遠鏡を発明した。王立協会会長を務め、造幣局長官として通貨制度の改革にも貢献した。「巨人の肩の上に立つ」という謙虚な言葉を残し、科学的方法論の確立に大きく貢献した偉大な自然哲学者。,明
ガリレオ・ガリレイ,がりれお・がりれい,イタリアの物理学者・天文学者・哲学者。望遠鏡を天体観測に初めて使用し、月のクレーター、木星の衛星、土星の環などを発見した。地動説を支持し、「それでも地球は回っている」との言葉で知られる。慣性の法則を発見し、物体の落下実験を通じて古典力学の基礎を築いた。ピサの斜塔から重さの異なる球を落とす実験の逸話で有名。振り子の等時性を発見し、時計の精度向上に貢献した。カトリック教会の宗教裁判により有罪判決を受けたが、科学的真理を追求する姿勢を貫いた。実験と観測に基づく科学的方法論を確立し、「近代科学の父」と呼ばれる。その業績は天文学と物理学の発展に計り知れない影響を与えた。,近代
マリー・キュリー,まりー・きゅりー,ポーランド生まれのフランスの物理学者・化学者。放射能の研究で知られ、ラジウムとポロニウムを発見した。女性として初めてノーベル賞を受賞し、物理学賞と化学賞の両方を受賞した唯一の人物。夫ピエール・キュリーとともに放射能現象を研究し、「キュリー」という放射能の単位にその名を残した。第一次世界大戦中は移動X線車を開発し、多くの兵士の命を救った。パリ大学初の女性教授となり、女性の科学分野への進出の道を開いた。長年の放射能研究により白血病で亡くなったが、その献身的な研究姿勢と先駆的な業績は後世の科学者に大きな影響を与えた。娘イレーヌも化学者となり、科学一家として名を残した。,
ヨハネス・ケプラー,よはねす・けぷらー,ドイツの天文学者・数学者。惑星運動の三法則を発見し、天体力学の基礎を確立した。第一法則で惑星の軌道が楕円であることを発見し、古代からの円運動の概念を覆した。第二法則では面積速度一定の法則を、第三法則では惑星の公転周期と軌道の関係を数式で表現した。これらの法則は後にニュートンの万有引力の法則の基礎となった。数学的厳密性を天文学に導入し、観測データから物理法則を導出する手法を確立した。占星術師としても活動していたが、科学的な天文学の発展に大きく貢献した。宗教改革の混乱期に生き、カトリックとプロテスタントの対立に巻き込まれながらも研究を続けた。惑星の調和に関する神秘的な考えも持ち、科学と哲学を融合させた独特の世界観を築いた。,古代
ニールス・ボーア,にーるす・ぼーあ,デンマークの理論物理学者。量子力学の発展に大きく貢献し、原子構造の理解を深めた。ボーアの原子模型で電子の軌道を量子化し、原子からの光の放出を説明した。相補性原理を提唱し、量子力学の哲学的基盤を築いた。1922年にノーベル物理学賞を受賞。コペンハーゲンにボーア研究所を設立し、世界中の優秀な物理学者を集めて量子力学の発展を牽引した。アインシュタインとは量子力学の解釈について長年議論を続けた。第二次世界大戦中はナチスに抵抗し、アメリカに亡命してマンハッタン計画にも参加した。戦後は核兵器の平和利用を提唱し、原子力平和利用会議の設立に尽力した。弟子には多くのノーベル賞受賞者がおり、20世紀物理学の発展に計り知れない影響を与えた偉大な指導者。,明
スティーブン・ホーキング,すてぃーぶん・ほーきんぐ,イギリスの理論物理学者・宇宙物理学者。ブラックホールの研究で知られ、ホーキング放射の発見により量子力学と一般相対性理論を結び付けた。21歳でALS(筋萎縮性側索硬化症)と診断され、医師から余命2年と宣告されたが、その後50年以上研究を続けた。車椅子生活でありながら、コンピューターによる音声合成装置を使って講演や執筆活動を行った。『時間の簡潔な歴史』は世界的ベストセラーとなり、一般向けの科学普及にも貢献した。ケンブリッジ大学ルーカス教授職を30年間務め、かつてニュートンが就いたこの名誉ある地位で活躍した。宇宙の起源や時間の本質について研究し、「神の心を知りたい」という情熱で宇宙の謎に挑み続けた。身体的制約を乗り越えて偉業を成し遂げた象徴的な科学者。,
アントワーヌ・ラヴォアジエ,あんとわーぬ・ら?ぉあじえ,フランスの化学者。「近代化学の父」と呼ばれる。酸素の発見と命名を行い、燃焼現象を科学的に解明した。質量保存の法則を確立し、化学反応における物質の量的関係を明らかにした。化学元素の体系的な分類を行い、現代の化学記号法の基礎を築いた。フロギストン説を否定し、酸化と還元の概念を導入した。妻マリー・アンヌとともに多くの実験を行い、化学の定量的手法を確立した。フランス革命期には税務官として活動していたが、革命政府により処刑された。短い生涯の中で化学を錬金術から科学へと変革させた功績は計り知れない。化学反応を質量の観点から理解する現代化学の基本概念を確立し、後の化学発展の基盤を作った。「自然界では何も創造されず、何も失われない」という言葉で知られる。,元
ドミトリ・メンデレーエフ,どみとり・めんでれーえふ,ロシアの化学者。周期表の発見で知られ、元素の周期律を確立した。元素を原子量の順に並べることで、元素の性質が周期的に変化することを発見した。未発見の元素の存在と性質を予言し、後に発見された元素がその予言と一致したことで周期律の正しさが証明された。ガリウム、スカンジウム、ゲルマニウムの発見を予言した。化学教育の改革にも尽力し、『化学の基礎』を執筆して化学教育の標準化に貢献した。メンデレビウム(原子番号101)は彼の名前に因んで命名された。石油の起源について無機説を提唱し、石油工業の発展にも貢献した。ロシアの産業発展に尽力し、度量衡の標準化にも取り組んだ。周期表は現在でも化学の基本的な道具として世界中で使用されており、その功績は永続的である。,元
ルイ・パスツール,るい・ぱすつーる,フランスの化学者・細菌学者。微生物学の父として知られ、細菌理論を確立した。自然発生説を否定し、生物は生物からのみ発生することを証明した。狂犬病ワクチンの開発により、ワクチン学の基礎を築いた。パスツール消毒法(加熱殺菌法)を発明し、食品の保存技術を革新した。左右の分子構造の違い(光学異性体)を発見し、立体化学の基礎を築いた。醗酵の研究により、醗酵が微生物の働きによることを証明した。炭疽病やコレラの研究を通じて、病気の原因となる細菌を特定した。病院の衛生管理の重要性を訴え、現代の感染症予防の基礎を作った。パスツール研究所を設立し、微生物学研究の拠点とした。「準備された心のみが偶然を捉えることができる」という言葉で研究への姿勢を示した偉大な科学者。,明
ピタゴラス,ぴたごらす,古代ギリシャの数学者・哲学者。ピタゴラスの定理で知られ、直角三角形の性質を数式で表現した。「万物は数である」という哲学を提唱し、数学と哲学を結び付けた。音楽と数学の関係を研究し、音階の数学的基礎を発見した。ピタゴラス学派を創設し、数学、音楽、天文学を統合した学問体系を築いた。無理数の存在を発見し、数学の発展に大きく貢献した。宇宙の調和を数学的に理解しようとする思想は、後の科学的世界観の基礎となった。輪廻転生の思想を持ち、魂の浄化のために数学的思考を重視した。現代でも彼の定理は建築、工学、測量など多くの分野で活用されている。古代ギリシャの数学を体系化し、論理的推論の重要性を示した。数学を単なる計算技術から理論的学問へと発展させた功績は計り知れない。,古代
ユークリッド,ゆーくりっど,古代ギリシャの数学者。『原論』の著者として知られ、幾何学の基礎を体系化した。公理と公準から出発して論理的に定理を証明する演繹的方法を確立した。平面幾何学の基本定理を整理し、2000年以上にわたって数学教育の基本教材となった。素数の無限性を証明し、数論の基礎を築いた。ユークリッドの互除法により最大公約数の求め方を示した。立体幾何学についても研究し、正多面体の性質を解明した。アレクサンドリアで数学を教え、多くの弟子を育てた。「幾何学に王道なし」という言葉で、学問に近道がないことを表現した。彼の体系的な論理構成は、数学のみならず他の学問分野にも大きな影響を与えた。現在でも彼の名前を冠したユークリッド幾何学は、数学の基礎として世界中で学ばれ続けている。,古代
レオンハルト・オイラー,れおんはると・おいらー,スイスの数学者。18世紀最大の数学者の一人として知られ、極めて多産な研究者だった。オイラーの公式e^(iπ) + 1 = 0で数学の美しさを表現した。解析学、数論、幾何学、力学など幅広い分野で業績を残した。グラフ理論の創始者として、ケーニヒスベルクの橋の問題を解決した。無限級数の研究により、π/6の値を求めるなど解析学の発展に貢献した。関数の概念を発展させ、現代数学の基礎を築いた。生涯で800以上の論文を発表し、全集は80巻を超える。右目の視力を失ってもなお研究を続け、後に完全に失明しても口述により研究を継続した。13人の子供を育てながら研究を続けた家庭人でもあった。彼の導入した記号法の多くが現在でも使用されており、数学記号の標準化に大きく貢献した偉大な数学者。,明
アラン・チューリング,あらん・ちゅーりんぐ,イギリスの数学者・計算機科学者。コンピューターサイエンスの父として知られ、チューリング機械の概念を考案した。第二次世界大戦中はドイツの暗号エニグマの解読に成功し、連合国の勝利に大きく貢献した。計算可能性理論を発展させ、現代コンピューターの理論的基礎を築いた。チューリングテストを提唱し、人工知能の判定基準を示した。ACE(自動計算機)の設計に携わり、初期のコンピューター開発に参加した。生物学的パターン形成の数学的モデルも研究し、学際的な業績を残した。同性愛者であることが発覚し、当時の法律により化学的去勢を受けた。41歳の若さで謎の死を遂げたが、その業績は後に高く評価された。現在のコンピューター科学の最高栄誉であるチューリング賞に名前を残している。情報時代の基礎を築いた偉大な先駆者。,現代
アレクサンダー・グラハム・ベル,あれくさんだー・ぐらはむ・べる,スコットランド生まれのアメリカの発明家・技術者。電話の発明者として知られ、音声通信技術の基礎を築いた。聴覚障害者の教育に携わり、音声学の研究から電話の発明に至った。「ワトソン君、用がある。来てくれ」が世界初の電話通話として記録されている。ベル電話会社を設立し、世界的な通信網の発展に貢献した。光電話(フォトフォン)や航空機の研究も行い、多分野にわたる発明活動を展開した。ナショナル・ジオグラフィック協会の会長を務め、科学の普及にも尽力した。聴覚障害者の権利向上に生涯を捧げ、手話の普及と聴覚障害者教育の発展に貢献した。妻と義母が聴覚障害者であり、彼らとの生活が発明の原動力となった。電話の発明により人類の通信手段を革命的に変化させ、現代の情報社会の基盤を作った偉大な発明家。,明
