word,reading,meaning,example,type,category_id
牛耳る,ぎゅうじる,集団を思い通りに支配する。,彼が委員会を牛耳っている。,ことわざ,12
浮き世の義理,うきよのぎり,世間での付き合い上の義理。,断れず参加した。浮き世の義理だ。,ことわざ,2
嘘も方便,うそもほうべん,時には嘘も物事を円滑にする手段になる。,場を収めるために嘘も方便とした。,ことわざ,10
女三人寄れば姦しい,おんなさんにんよればかしましい,女性が集まるとにぎやかになるという古い言い回し。,昼休みは女三人寄れば姦しかった。,ことわざ,2
隣の芝は青い,となりのしばはあおい,他人のものは良く見える。,転職先が良く見えるのは隣の芝は青いだけだ。,ことわざ,15
盗人にも三分の理,ぬすびとにもさんぶのり,悪人にもそれなりの言い分がある。,彼の弁明は盗人にも三分の理だった。,ことわざ,10
のれんに腕押し,のれんにうでおし,手応えがないさま。,いくら説いても、のれんに腕押しだ。,ことわざ,2
武士は食わねど高楊枝,ぶしはくわねどたかようじ,どんな時でも気位を失わないこと。,武士は食わねど高楊枝で平静を装った。,ことわざ,11
骨に刻む,ほねにきざむ,深く心に刻み込む。,失敗を骨に刻んだ。,ことわざ,14
三つ子の魂百まで,みつごのたましいひゃくまで,幼い頃の性質は年をとっても変わりにくい。,几帳面さは三つ子の魂百までだ。,ことわざ,9
身の丈に合った暮らし,みのたけにあったくらし,分相応の生活をすること。,身の丈に合った暮らしを心がける。,ことわざ,7
竹馬の友,ちくばのとも,幼なじみ。,竹馬の友と再会した。,ことわざ,9
塵芥も積もれば丘となる,じんかいもつもればおかとなる,わずかなものも積み重なれば大きくなる。,微益も塵芥も積もれば丘となる。,ことわざ,14
天網恢恢疎にして漏らさず,てんもうかいかいそにしてもらさず,悪事は最終的に罰を免れない。,隠蔽は露見する。天網恢恢疎にして漏らさずだ。,ことわざ,10
取り付く島もない,とりつくしまもない,相手が取り合ってくれず手がかりがない。,要望は取り付く島もない返答だった。,ことわざ,2
泣き面に蜂,なきつらにはち,不運が重なること。,トラブル続きで泣き面に蜂だ。,ことわざ,4
花も実もある,はなもみもある,見た目も実質も備わっている。,この提案は花も実もある。,ことわざ,11
人を見たら泥棒と思え,ひとをみたらどろぼうとおもえ,警戒心を持てという極端なたとえ。,セキュリティは人を見たら泥棒と思えの意識で。,ことわざ,10
仮初の幸せ,かりそめのしあわせ,一時的な幸福。,ボーナスは仮初の幸せに過ぎない。,ことわざ,7
禍福は糾える縄の如し,かふくはあざなえるなわのごとし,幸不幸は交互にやってくる。,禍福は糾える縄の如し、気を抜くな。,ことわざ,10
金持ち喧嘩せず,かねもちけんかせず,余裕のある者は争わない。,資本が潤沢なら金持ち喧嘩せずだ。,ことわざ,7
兎の登り坂,うさぎののぼりざか,得意とする分野で力を発揮すること。,短距離は兎の登り坂だ。,ことわざ,4
鵜の真似をする烏,うのまねをするからす,自分に合わないことを真似して失敗する。,強豪の戦術をそのまま真似るのは鵜の真似をする烏だ。,ことわざ,14
明けない夜はない,あけないよるはない,どんな困難もいずれ終わる。,明けない夜はない、今は耐えよう。,ことわざ,14
頭の上の蠅を追え,あたまのうえのはえをおえ,他人を批判する前に自分のことを正せ。,まず自部署を整えよ。頭の上の蠅を追え。,ことわざ,10
後は野となれ山となれ,あとはのとなれやまとなれ,その後のことは知らないと投げやりにする。,後は野となれ山となれでは困る。,ことわざ,10
一難去ってまた一難,いちなんさってまたいちなん,次々に災難が起こる。,不具合対応は一難去ってまた一難だ。,ことわざ,4
浮世は瀬々波,うきよはせぜなみ,世の中は常に変化があるというたとえ。,市場は浮世は瀬々波だ。,ことわざ,15
大風呂敷を広げる,おおぶろしきをひろげる,実現困難な大言壮語をする。,大風呂敷を広げず実現性を示せ。,ことわざ,12
帯びに短し襷に長し,おびにみじかしたすきにながし,中途半端で役に立たない。,その仕様は帯びに短し襷に長しだ。,ことわざ,4
親の光は七光り,おやのひかりはななひかり,親の名声や地位で子が恩恵を受ける。,親の光は七光りと噂された。,ことわざ,9
加入より脱退は難し,かにゅうよりだったいはむずかし,始めるよりやめる方が難しい。,契約は加入より脱退は難しだ。,ことわざ,12
亀の歩み,かめのあゆみ,進行が遅いこと。,開発は亀の歩みだ。,ことわざ,14
枯れ木も山のにぎわい,かれきもやまのにぎわい,つまらないものでも数があれば賑やかになる。,参加者は枯れ木も山のにぎわいだ。,ことわざ,11
聞くは一利聞かぬは一害,きくはいちりきかぬはいちがい,聞けば益があり、聞かねば害になる。,疑問は聞け。聞くは一利聞かぬは一害だ。,ことわざ,3
窮すれば通ず,きゅうすればつうず,行き詰まると却って活路が開ける。,制約が創意を生む。窮すれば通ずだ。,ことわざ,14
金は天下の回りもの,かねはてんかのまわりもの,金は巡り巡るものだ。,今は出費でも金は天下の回りものだ。,ことわざ,7
口は災いのもと,くちはわざわいのもと,不用意な発言は災いを招く。,SNSでは口は災いのもとだ。,ことわざ,10
臭い物に蓋,くさいものにふた,都合の悪いことを隠そうとする。,原因解明より臭い物に蓋はだめだ。,ことわざ,10
熊の胆,くまのい,非常に貴重で得がたいもののたとえ。,この資料は熊の胆だ。,ことわざ,11
鯉の滝登り,こいのたきのぼり,困難を乗り越えて成功すること。,資格取得は鯉の滝登りだ。,ことわざ,15
口は禍の門舌は禍の根,くちはわざわいのもんしたはわざわいのね,言葉は災いの元。,発言には注意。口は禍の門舌は禍の根だ。,ことわざ,10
弘法筆を選ばず,こうぼうふでをえらばず,名人は道具を選ばない。,器用な人は弘法筆を選ばずだ。,ことわざ,11
金に糸目を付けない,かねにいとめをつけない,金を惜しまない。,安全対策には金に糸目を付けない。,ことわざ,7
触らぬ虎に祟りなし,さわらぬとらにたたりなし,危険なものには近寄るな。,炎上案件は触らぬ虎に祟りなしだ。,ことわざ,10
先んずれば人を制す,さきんずればひとをせいす,先手を打てば優位に立てる。,早期参入で先んずれば人を制すだ。,ことわざ,12
酒は百薬の長,さけはひゃくやくのちょう,適度な酒は体に良い。,たしなむ程度に、酒は百薬の長だ。,ことわざ,8
善隣は遠親に如かず,ぜんりんはえんしんにしかず,近所づきあいは遠い親戚より大切だ。,自治会に協力、善隣は遠親に如かずだ。,ことわざ,2
袖の下を使う,そでのしたをつかう,賄賂を渡す。,袖の下を使うような真似はするな。,ことわざ,7
足下から鳥が立つ,あしもとからとりがたつ,予想外の近くで事が起こる。,社内から競合が現れた。足下から鳥が立つ。,ことわざ,6
塵も積もれば塔となる,ちりもつもればとうとなる,小さな積み重ねが大きな成果に。,練習は塵も積もれば塔となる。,ことわざ,14
月に叢雲花に風,つきにむらくもはなにかぜ,良いことには邪魔が入りやすい。,順調すぎる企画は月に叢雲花に風だ。,ことわざ,6
天狗になる,てんぐになる,得意になって思い上がる。,受賞で天狗になるな。,ことわざ,10
泥に書いた戯れ言,どろにかいたたわごと,すぐ消えて役立たないこと。,口約束は泥に書いた戯れ言だ。,ことわざ,4
どん底に落ちれば後は上がるだけ,どんぞこにおちればあとはあがるだけ,最悪の後は好転するという励まし。,今は耐えよう。どん底に落ちれば後は上がるだけだ。,ことわざ,14
習うは一生,ならうはいっしょう,学びは生涯続く。,習うは一生の心で学び続ける。,ことわざ,3
能無しの口叩き,のうなしのくちたたき,実力のない者ほど大言を吐く。,能無しの口叩きに惑わされるな。,ことわざ,10
早起き三文損,はやおきさんもんぞん,早起きでも損な場面もあるという皮肉。,寒い日の早出は早起き三文損だ。,ことわざ,8
人間万事塞翁が馬,にんげんばんじさいおうがうま,人生の幸不幸は予測できない。,失敗も転機、人間万事塞翁が馬だ。,ことわざ,10
百聞は一考にしかず,ひゃくぶんはいっこうにしかず,聞くだけでなく考えることが大切。,情報収集だけでなく百聞は一考にしかずだ。,ことわざ,3
武運長久を祈る,ぶうんちょうきゅうをいのる,勝利と無事を祈る言い回し。,出陣式で武運長久を祈った。,ことわざ,12
二度とない今を生きる,にどとないいまをいきる,一瞬一瞬を大切にするという教え。,二度とない今を生きるつもりで集中した。,ことわざ,10
善因善果悪因悪果,ぜんいんぜんかあくいんあくか,良い行いには良い結果、悪い行いには悪い結果。,善因善果悪因悪果、誠実に働こう。,ことわざ,10
下手な鉄砲も数撃ちゃ当たる,へたなてっぽうもかずうちゃあたる,数をこなせば成功することもある。,提案は下手な鉄砲も数撃ちゃ当たるでいこう。,ことわざ,14
骨は折れても心は折れぬ,ほねはおれてもこころはおれぬ,肉体的に辛くても意志はくじけない。,骨は折れても心は折れぬ覚悟で挑む。,ことわざ,14
口八丁手八丁,くちはっちょうてはっちょう,話もうまく実行力もある。,彼女は口八丁手八丁だ。,ことわざ,12
泣く子と地蔵には勝てぬ,なくことじぞうにはかてぬ,どうにもならない相手には敵わない。,規則には泣く子と地蔵には勝てぬ。,ことわざ,10
驕れる者久しからず,おごれるものひさしからず,得意になっている者は長くは続かない。,驕れる者久しからず、謙虚でいよう。,ことわざ,10
負け惜しみ,まけおしみ,負けても認めず言い訳すること。,彼の発言は負け惜しみだ。,ことわざ,4
糠喜び,ぬかよろこび,見込み違いで喜びが無駄になる。,内定かと思い糠喜びした。,ことわざ,4
仏の顔に泥を塗る,ほとけのかおにどろをぬる,恩を仇で返す。,支援を無視するのは仏の顔に泥を塗る行為だ。,ことわざ,10
秋の日は釣瓶落とし,あきのひはつるべおとし,秋は日暮れが早いことのたとえ。,秋の日は釣瓶落とし、急いで帰ろう。,ことわざ,6
一事が万事,いちじがばんじ,一つのことから全体の傾向が推測できる。,遅刻の多さは一事が万事だ。,ことわざ,3
一姫二太郎,いちひめにたろう,子どもは最初に女の子、次に男の子がよいという昔の考え。,昔は一姫二太郎と言った。,ことわざ,9
色男金と力はなかりけり,いろおとこかねとちからはなかりけり,色男は頼りにならないことをからかう言い回し。,彼は色男金と力はなかりけりだ。,ことわざ,9
売女の泣き面,ばいたのなきつら,物事が思うようにいかず泣き顔になること。,失敗続きで売女の泣き面のようだ。,ことわざ,4
運を天に任せる,うんをてんにまかせる,最善を尽くして後は運に任せる。,試験は運を天に任せる気持ちで臨む。,ことわざ,12
餅は餅屋と言うが饅頭は饅頭屋,もちはもちやというがまんじゅうはまんじゅうや,物事にはそれぞれの専門がある。,設計は設計者へ、餅は餅屋と言うが饅頭は饅頭屋だ。,ことわざ,3
禍転じて福となす,わざわいてんじてふくとなす,災いをうまく利用して幸運に変える。,失敗を糧に禍転じて福となした。,ことわざ,4
仮初の縁も縁,かりそめのえんもえん,一時的な関係でも縁である。,会合で知り合ったのも仮初の縁も縁だ。,ことわざ,9
苦あれば楽あり,くあればらくあり,苦労の後には楽がある。,繁忙期の後は苦あれば楽ありだ。,ことわざ,14
苦しいときの神頼み,くるしいときのかみだのみ,困ったときだけ神仏にすがる。,苦しいときの神頼みで祈願した。,ことわざ,10
思うは易く行うは難し,おもうはやすくおこなうはかたし,考えるより実行は難しい。,実装は思うは易く行うは難しだ。,ことわざ,12
心頭滅却すれば火もまた涼し,しんとうめっきゃくすればひもまたすずし,心の持ちようで苦しみは和らぐ。,炎天下の練習も心頭滅却すれば火もまた涼しだ。,ことわざ,14
尻に帆をかける,しりにほをかける,急いで逃げ去るさま。,彼は尻に帆をかけて帰った。,ことわざ,5
尻尾を出す,しっぽをだす,隠していたことが露見する。,虚偽申請が尻尾を出した。,ことわざ,10
諸刃の剣,もろはのつるぎ,利点と欠点の両面を持つもの。,拡散力は諸刃の剣だ。,ことわざ,12
白羽の矢を立てる,しらはのやをたてる,多くの中から対象として選ぶ。,新規プロジェクトの責任者に白羽の矢を立てた。,ことわざ,12
四の五の言うな,しのごのいうな,文句を言わずに行動せよ。,四の五の言わずやってみろ。,ことわざ,12
砂上の楼閣,さじょうのろうかく,基礎が脆弱で長続きしないもの。,根拠なき計画は砂上の楼閣だ。,ことわざ,4
善は急げと言うが急いては事を仕損じる,ぜんはいそげというがせいてはことをしそんじる,急ぎすぎるのも失敗のもと。,確認は必要、急いては事を仕損じる。,ことわざ,5
玉に瑕,たまにきず,ほぼ完璧だが小さな欠点がある。,計画は玉に瑕だ。,ことわざ,11
付け焼き刃,つけやきば,その場しのぎで身につけた未熟な知識や技術。,付け焼き刃の勉強では太刀打ちできない。,ことわざ,3
月と鼈,つきとすっぽん,比較にならないほど違う。,旧型と新型は月と鼈だ。,ことわざ,11
天に唾する,てんにつばする,自分の行いが自分に返ってくる愚かさ。,規則破りは天に唾するだ。,ことわざ,10
友あり遠方より来たる,ともありえんぽうよりきたる,遠くから友が訪ねてくる喜び。,友あり遠方より来たる、楽しみだ。,ことわざ,9
年には勝てぬ,としにはかてぬ,加齢には逆らえない。,徹夜はこたえる、年には勝てぬ。,ことわざ,8
伸るか反るか,のるかそるか,成功するか失敗するかの瀬戸際。,伸るか反るかの賭けに出た。,ことわざ,12
破れ鍋に綴じ蓋,やぶれなべにとじぶた,似た者同士が相応しい相手を得る。,二人は破れ鍋に綴じ蓋だ。,ことわざ,9
百害あって一利なし,ひゃくがいあっていちりなし,害ばかりで利益がない。,過度の飲酒は百害あって一利なしだ。,ことわざ,8
人は見かけによらぬもの,ひとはみかけによらぬもの,外見で中身は判断できない。,人は見かけによらぬものだ。,ことわざ,10
火に油を注ぐ,ひにあぶらをそそぐ,事態を悪化させる。,反論は火に油を注ぐだけだ。,ことわざ,4
百里を行く者は九十里を半ばとす,ひゃくりをいくものはくじゅうりをなかばとす,最後まで気を抜くなという戒め。,終盤こそ丁寧に、百里を行く者は九十里を半ばとす。,ことわざ,14
瓢箪に釣鐘,ひょうたんにつりがね,つり合いが取れないこと。,小机に大型PCは瓢箪に釣鐘だ。,ことわざ,11
貧乏神が居座る,びんぼうがみがいすわる,貧乏から抜け出せないたとえ。,赤字続きで貧乏神が居座る。,ことわざ,7
武士の情け,ぶしのなさけ,厳しい中にも情けをかけること。,今回は武士の情けで見逃す。,ことわざ,10
藪医者にかかる,やぶいしゃにかかる,下手な医者に診てもらう。転じて未熟な者に任せる。,素人判断は藪医者にかかるようなものだ。,ことわざ,8
焼け棒に火がつく,やけぼうにひがつく,一度冷めたものが再び勢いづく。,旧作が配信で焼け棒に火がついた。,ことわざ,11
藪入りの楽しみ,やぶいりのたのしみ,奉公人が休みに帰省する楽しみのこと。,正月の帰省は藪入りの楽しみだ。,ことわざ,9
山高ければ谷深し,やまたかければたにふかし,良い面が大きければ悪い面も大きいこと。,権限拡大は山高ければ谷深しだ。,ことわざ,10
山の芋は皮から食え,やまのいもはかわからくえ,物事は本質を逃すなというたとえ。,山の芋は皮から食え、要点を押さえよう。,ことわざ,3
焼け石に水と知りつつもやる,やけいしにみずとしりつつもやる,効果が薄くともやらないよりまし。,災害募金は焼け石に水と知りつつもやる。,ことわざ,10
藪の中,やぶのなか,真相が分からないこと。,責任の所在は藪の中だ。,ことわざ,10
焼け木杭に火がつく,やけきぐいにひがつく,一度切れた関係が再燃する。,旧交が焼け木杭に火がついた。,ことわざ,9
良貨は悪貨を駆逐する,りょうかはあっかをくちくする,優れたものが劣ったものを追い出すこと（逆の意味で使われることもある）。,品質競争で良貨は悪貨を駆逐する。,ことわざ,7
渡る世間に鬼はない,わたるせけんにおにはない,世の中には情け深い人も多い。,助けてもらい、渡る世間に鬼はないと思った。,ことわざ,9
犬は三日飼えば三年恩を忘れぬ,いぬはみっかかえばさんねんおんをわすれぬ,犬は恩義を忘れないというたとえ。,忠犬ぶりは犬は三日飼えば三年恩を忘れぬだ。,ことわざ,9
溺れる者は藁をもつかむ,おぼれるものはわらをもつかむ,困窮すると頼りないものにもすがる。,資金繰りで溺れる者は藁をもつかむ状態だ。,ことわざ,7
鬼の首を取ったよう,おにのくびをとったよう,大得意になって騒ぐさま。,小さな勝利で鬼の首を取ったようだ。,ことわざ,4
女房と畳は新しい方が良い,にょうぼうとたたみはあたらしいほうがよい,古い言い回しで、新しいものを好むたとえ。,昔は女房と畳は新しい方が良いと言ったものだ。,ことわざ,9
隗より始めよ,かいよりはじめよ,提案者がまず率先して始めよ。,改善は隗より始めよだ。,ことわざ,12
蟻の穴から堤も崩れる,ありのあなからつつみもくずれる,小さな油断が大きな失敗につながる。,パスワード使い回しは蟻の穴から堤も崩れるだ。,ことわざ,10
坊主憎けりゃ袈裟まで憎い,ぼうずにくけりゃけさまでにくい,人を憎むとその人に関するすべてが嫌になる。,対立が坊主憎けりゃ袈裟まで憎いに発展した。,ことわざ,2
身を捨ててこそ浮かぶ瀬もあれ,みをすててこそうかぶせもあれ,覚悟を決めれば活路が開ける。,転身は身を捨ててこそ浮かぶ瀬もあれだ。,ことわざ,12
三本の矢,さんぼんのや,力を合わせれば強くなるというたとえ。,部署連携は三本の矢だ。,ことわざ,13
少年老い易く学成り難し,しょうねんおいやすくがくなりがたし,若い時はすぐ過ぎ、学問は成し難い。,今学べ、少年老い易く学成り難しだ。,ことわざ,3
立って半畳寝て一畳,たってはんじょうねていちじょう,人が使う場所はわずかで足るという戒め。,住まいは立って半畳寝て一畳だ。,ことわざ,11
足元を見る,あしもとをみる,相手の弱みにつけ込む。,在庫不足で足元を見られた。,ことわざ,7
玉磨かざれば光なし,たまみがかざればひかりなし,才能も磨かなければ輝かない。,練習あるのみ、玉磨かざれば光なしだ。,ことわざ,1
為せば成る為さねば成らぬ,なせばなるなさねばならぬ,やればできる、やらなければできない。,為せば成る為さねば成らぬの精神で挑む。,ことわざ,12
名は体を表す,なはたいをあらわす,名前は本質を示すことが多い。,プロジェクト名も名は体を表すだ。,ことわざ,11
人間至る所青山あり,にんげんいたるところせいざんあり,どこでも活躍の場はある。,転職先は多い。人間至る所青山ありだ。,ことわざ,12
猫をかぶる,ねこをかぶる,本性を隠しておとなしく見せる。,普段は猫をかぶっている。,ことわざ,2
寝た子を起こすな,ねたこをおこすな,静かな状態をわざわざ乱すな。,古い問題は寝た子を起こすなだ。,ことわざ,10
蚤の心臓,のみのしんぞう,ひどく臆病なこと。,本番になると蚤の心臓だ。,ことわざ,12
乗りかかった船,のりかかったふね,途中まで関わった以上やり抜くべき。,乗りかかった船、最後まで支援する。,ことわざ,13
針のむしろ,はりのむしろ,居心地が悪く辛い状態。,謝罪会見は針のむしろだった。,ことわざ,11
冷や飯を食う,ひやめしをくう,冷遇される。,異動後は冷や飯を食った。,ことわざ,2
風前の灯火,ふうぜんのともしび,今にも消えそうな危うい状態。,事業は風前の灯火だ。,ことわざ,6
冬来たりなば春遠からじ,ふゆきたりなばはるとおからじ,辛い時期が来てもやがて好機が訪れる。,不景気でも冬来たりなば春遠からじだ。,ことわざ,14
武士に二言はない,ぶしににごんはない,約束は必ず守るべき。,納期は守る、武士に二言はない。,ことわざ,10
水清ければ魚棲まず,みずきよければうおすまず,清廉すぎると人が寄り付かない。,厳格すぎると水清ければ魚棲まずだ。,ことわざ,10
無用の長物,むようのちょうぶつ,役に立たないもの。,机上の空論は無用の長物だ。,ことわざ,11
目には目を歯には歯を,めにはめをはにははを,やられたら同じ手段で報いる。,報復合戦は目には目を歯には歯をだ。,ことわざ,10
目の上のたんこぶ,めのうえのたんこぶ,邪魔な存在。,競合は目の上のたんこぶだ。,ことわざ,11
桃栗三年柿八年,ももくりさんねんかきはちねん,成果が出るには相応の時間がかかる。,研究は桃栗三年柿八年だ。,ことわざ,5
焼け野の雉夜の鶴,やけののきぎすよるのつる,親が子を案じるたとえ。,親心は焼け野の雉夜の鶴だ。,ことわざ,9
柳暗花明また一村あり,りゅうあんかめいまたいっそんあり,行き詰まっても活路が開けること。,策が見つかり柳暗花明また一村ありだ。,ことわざ,14
塞翁が馬,さいおうがうま,人生の吉凶は予測できない。,配置転換も塞翁が馬だった。,ことわざ,10
一念岩をも通す,いちねんいわをもとおす,強い決意があれば困難をも突破できる。,一念岩をも通す覚悟で受験に臨む。,ことわざ,12
うどの大木,うどのたいぼく,大きいだけで役に立たない人のたとえ。,彼はうどの大木だと言われる。,ことわざ,11
江戸の仇を長崎で討つ,えどのかたきをながさきでうつ,関係のない所で仕返しをする。,別部署で江戸の仇を長崎で討つな。,ことわざ,10
お天道様が見ている,おてんとうさまがみている,誰も見ていなくても天は見ているのだから悪事はするな。,レジ無人でもお天道様が見ている。,ことわざ,10
鬼が出るか蛇が出るか,おにがでるかへびがでるか,何が起こるか分からず不安なさま。,会談は鬼が出るか蛇が出るかだ。,ことわざ,4
お茶を濁す,おちゃをにごす,その場しのぎでごまかす。,曖昧な説明でお茶を濁した。,ことわざ,12
女心と秋の空,おんなごころとあきのそら,女性の心は秋の空のように変わりやすいという古い言い方。,予定変更は女心と秋の空だ。,ことわざ,9
顔から火が出る,かおからひがでる,ひどく恥ずかしい。,誤送信で顔から火が出た。,ことわざ,11
木の葉を隠すなら森の中,このはをかくすならもりのなか,目立たない場所に紛れ込ませるのがよい。,情報は木の葉を隠すなら森の中だ。,ことわざ,3
臭い飯を食う,くさいめしをくう,刑務所に入る。転じて辛い境遇を味わう。,若い頃は臭い飯を食ったという。,ことわざ,7
紺屋の白袴,こうやのしろばかま,専門家が自分のことはおろそかにする。,美容師なのに髪が乱れて紺屋の白袴だ。,ことわざ,11
小人閑居して不善をなす,しょうじんかんきょしてふぜんをなす,暇を持て余すと悪事に走る。,監督なき組織は小人閑居して不善をなすだ。,ことわざ,10
舌の根も乾かぬうちに,したのねもかわかぬうちに,言って間もなく。すぐに。,舌の根も乾かぬうちに撤回した。,ことわざ,10
笑って損した者はなし,わらってそんしたものはなし,笑うことに損はない。,落ち込むより笑って損した者はなしだ。,ことわざ,8
食わず嫌い,くわずぎらい,試さずに嫌うこと。,食わず嫌いは損だ。,ことわざ,8
雀百まで踊り忘れず,すずめひゃくまでおどりわすれず,幼い時に身に付いた癖は年を取っても抜けない。,彼のせっかちは雀百まで踊り忘れずだ。,ことわざ,9
足るを知る,たるをしる,分相応に満足するのが幸せ。,欲張らず足るを知る。,ことわざ,10
血は水よりも濃い,ちはみずよりもこい,血縁の結びつきは強い。,親族の支援、血は水よりも濃い。,ことわざ,9
毒にも薬にもならぬ,どくにもくすりにもならぬ,役にも害にもならない。,その提案は毒にも薬にもならぬ。,ことわざ,11
二の舞を演じる,にのまいをえんじる,同じ失敗を繰り返す。,前社の二の舞を演じるな。,ことわざ,4
にべもない,にべもない,取り付く島もないほど冷たい。,依頼はにべもない返事だった。,ことわざ,2
似て非なるもの,にてひなるもの,見た目は似ているが本質が違う。,類似品は似て非なるものだ。,ことわざ,11
鼻つまみ者,はなつまみもの,嫌われ者。,彼はすっかり鼻つまみ者だ。,ことわざ,2
鼻にかける,はなにかける,自慢する。,学歴を鼻にかけるな。,ことわざ,10
腹を割って話す,はらをわってはなす,本音で話す。,腹を割って話そう。,ことわざ,2
腹の虫がおさまらない,はらのむしがおさまらない,怒りが収まらない。,理不尽で腹の虫がおさまらない。,ことわざ,10
東男に京女,あずまおとこにきょうおんな,東国の男と京の女の取り合わせがよいという昔の言い方。,東男に京女のカップルだ。,ことわざ,9
和を以て貴しとなす,わをもってとうとしとなす,和合を尊ぶことが大切だ。,組織運営は和を以て貴しとなす。,ことわざ,13
医は仁術,いはじんじゅつ,医療は利益より仁愛を基とすべきだ。,医は仁術の精神を忘れない。,ことわざ,8
一足飛びにはいかぬ,いっそくとびにはいかぬ,物事は順を追って進むものだ。,技能習得は一足飛びにはいかぬ。,ことわざ,14
生き馬の目を抜く,いきうまのめをぬく,すばしこく抜け目ない。,生き馬の目を抜く競争だ。,ことわざ,12
うり二つ,うりふたつ,とてもよく似ている。,双子はうり二つだ。,ことわざ,11
うまくいけば儲けもの,うまくいけばもうけもの,期待以上の結果ならば幸運ということ。,試験導入はうまくいけば儲けものだ。,ことわざ,4
大黒柱,だいこくばしら,家や組織を支える中心的存在。,彼は部門の大黒柱だ。,ことわざ,13
大は小を兼ねると言うが過ぎたるは及ばざるが如し,だいはしょうをかねるというがすぎたるはおよばざるがごとし,大きければ良いが過ぎれば問題という戒め。,スペック選定は大は小を兼ねるが過ぎたるは及ばざるが如しだ。,ことわざ,11
驚き桃の木山椒の木,おどろきもものきさんしょうのき,非常に驚くさま。,売上急増に驚き桃の木山椒の木だ。,ことわざ,11
灯火親しむべし,ともしびしたしむべし,秋の夜長は読書に適しているという意。,秋は灯火親しむべし、読書に励む。,ことわざ,11
二番煎じ,にばんせんじ,新味のないもの。,続編は二番煎じだと言われた。,ことわざ,11
猫の子一匹いない,ねこのこいっぴきいない,誰もいなくて静かなさま。,休暇中のオフィスは猫の子一匹いない。,ことわざ,5
背水の陣,はいすいのじん,退路を断って必死に挑む。,背水の陣で臨む決勝戦だ。,ことわざ,12
へそで茶を沸かす,へそでちゃをわかす,ばかばかしくて笑う。,稚拙な言い訳にへそで茶を沸かした。,ことわざ,11
まな板の上の鯉,まないたのうえのこい,相手のなすがままの状態。,審査前はまな板の上の鯉だ。,ことわざ,12
身も蓋もない,みもふたもない,露骨すぎて風情がない。,身も蓋もない言い方は避けよう。,ことわざ,11
無い物ねだり,ないものねだり,手に入らないものを欲しがる。,無い物ねだりばかりしても仕方ない。,ことわざ,7
虫の知らせ,むしのしらせ,よくない予感がする。,虫の知らせか、電話したら事故だった。,ことわざ,6
虫がいい話,むしがいいはなし,自分に都合の良すぎる話。,虫がいい話には裏がある。,ことわざ,7
目に余る,めにあまる,見過ごせないほどひどい。,目に余る言動を注意した。,ことわざ,10
目の保養,めのほよう,美しいものを見て心が和む。,庭園散策は目の保養だ。,ことわざ,11
六十の手習い,ろくじゅうのてならい,年を取ってから学び始めること。,六十の手習いで英語を始めた。,ことわざ,3
十で神童十五で才子二十過ぎれば凡人,とおでしんどうじゅうごでさいしはたちすぎればぼんじん,若くして才能があっても成長しなければ凡人になるという戒め。,研鑽を続けよ、十で神童十五で才子二十過ぎれば凡人だ。,ことわざ,15
初物七十五日,はつものしちじゅうごにち,初物を食べると寿命が延びるとされる言い回し。,初鰹で初物七十五日だ。,ことわざ,8
小耳に挟む,こみみにはさむ,ちらりと聞く。,人事の噂を小耳に挟んだ。,ことわざ,2
石にかじりついても,いしにかじりついても,何としてもやり遂げる強い決意。,石にかじりついても合格する。,ことわざ,12
米百俵,こめひゃっぴょう,目先の利益より将来への投資が大切という教え。,教育費は米百俵だ。,ことわざ,7
細工は流々仕上げを御覧じろ,さいくはりゅうりゅうしあげをごろうじろ,工程の巧みさはともかく、出来上がりで判断してくれという意味。,細工は流々仕上げを御覧じろ、完成品で勝負だ。,ことわざ,11
後生畏るべし,ごしょうおそるべし,若い人の将来性は侮れない。,新人の伸びに後生畏るべしだ。,ことわざ,15
天高く馬肥ゆる秋,てんたかくうまこゆるあき,秋のさわやかさを表す言い方。,天高く馬肥ゆる秋の行楽だ。,ことわざ,6
伝家の宝刀,でんかのほうとう,いざという時にだけ使う切り札。,新製品は伝家の宝刀だ。,ことわざ,11
同じ穴の狢,おなじあなのむじな,見かけは違っても実は同類。,競合と提携先は同じ穴の狢だ。,ことわざ,2
泣いて暮らすも一生笑って暮らすも一生,ないてくらすもいっしょうわらってくらすもいっしょう,どうせ同じ一生なら明るく過ごそうという励まし。,泣いて暮らすも一生笑って暮らすも一生だ。,ことわざ,14
牛に引かれて善光寺参り,うしにひかれてぜんこうじまいり,思いがけないきっかけで良い方向へ導かれる。,誘われて参加し、牛に引かれて善光寺参りだった。,ことわざ,10
うそ八百,うそはっぴゃく,たくさんの嘘。,彼の武勇伝はうそ八百だ。,ことわざ,10
薄紙を剥ぐよう,うすがみをはぐよう,少しずつ着実に良くなるさま。,回復は薄紙を剥ぐように進んでいる。,ことわざ,8
掘り出し物,ほりだしもの,思いがけず見つけた良い品。,蚤の市で掘り出し物を見つけた。,ことわざ,7
前車の覆るは後車の戒め,ぜんしゃのくつがえるはこうしゃのいましめ,先人の失敗を教訓にせよ。,先例から学べ、前車の覆るは後車の戒めだ。,ことわざ,3
お山の大将,おやまのたいしょう,小さな集団で威張る人。,彼は社内でお山の大将だ。,ことわざ,2
